name,area,climb_info,region,description,number_of_votes,grade,protection,url,areaurl,average_rating,location,grade_num,toprope,sport,trad,alpine,ice,aid,pitches,length,yes,no,anchor,arete,awkward,block,bolt,boulder,bulge,broken,canyon,buttress,chains,chimney,classic,clean,corner,crack,crimps,crux,difficult,dihedral,exposure,face,finger,flake,gully,hand,jug,ledge,lip,jam,ledge.1,notch,moderate,ridge,vertical,horizontal,mantle,offwidth,overhang,pillar,pocket,protect,ramp,rappel,roof,scramble,seam,slab,sloper,solid,stance,steep,stemming,sustained,technical,tower,traverse,undercling
Less is More,Dew Mound,"Sport, 1 pitch, 70'",Alaska,"Climb a few bolts up the lower section of Garvey Who, then head right just below a small roof to 4 more bolts to the chain anchors at the top. Same anchor as Gypsy Ninja. The bolts are well spaced and sporty, but the falls are clean and safe. ,A variation to this continues up the arete and then breaks right higher up the wall to finish on Less is More and is a 5.12 called More is Less.,Left side of the Arrowhead Wall,,",1, 5.13a,Bolts,http://www.mountainproject.com/v/less-is-more/109006733,mountainproject.com/v/dew-mound/108189801,3.0,"Left side of the Arrowhead Wall,,",13.0,0,1,0,0,0,0,1.0,70.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gypsy Ninja,Dew Mound,"Sport, 65'",Alaska,"Start on Thief Among Us and then move left at the 5th bolt, for 2 bolts, and clip the anchors of Less is More. The crux is on a thin right hand 45 crimp with out-stretched feet, between the 5th and 7th bolt. Great pockets and crimps from bottom to top.,Once you are at ""Stone Master"" walk left and a trail will bring you to the arrow head wall, following steep scree and vegetation, to an exposed area, above the Main Wall. ,Starts and shares the same first five bolts as Thief Among Us, then diverges to the left, for 2 bolts, to the huge chain anchor on Less is More.,,",3,5.13a,Draws and Rope,http://www.mountainproject.com/v/gypsy-ninja/109000398,mountainproject.com/v/dew-mound/108189801,2.3,"Once you are at ""Stone Master"" walk left and a trail will bring you to the arrow head wall, following steep scree and vegetation, to an exposed area, above the Main Wall. , ,Starts and shares the same first five bolts as Thief Among Us, then diverges to the left, for 2 bolts, to the huge chain anchor on Less is More.,Draws and",13.0,0,1,0,0,0,0,,65.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Less Gypsy, More Ninja",Dew Mound,"Sport, 70'",Alaska,"Start on two new bolts on the left side of the wall, climb 20 feet of 5.10 through really chossy rock(maybe it'll get better over time), connect into Less is More for 2 bolts, break up and right for two bolts, then finish on the last two bolts of Gypsy Ninja. Pretty much follows the white streak up the main part of the wall. Probably as direct up the main arrowhead wall as you can get.,The left side of the Arrowhead wall at Dewmound.,,",2, 5.13b,"8 Bolts, two bolt chain anchor.",http://www.mountainproject.com/v/less-gypsy-more-ninja/109168394,mountainproject.com/v/dew-mound/108189801,3.0,"The left side of the Arrowhead wall at Dewmound.,,",13.0,0,1,0,0,0,0,,70.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garvey Who,Dew Mound,Sport,Alaska,"Leftmost route on the arrowhead wall. start on the left side of the arete, and follow bolts to the top staying generally left of the arete.,The left side of the arrowhead Wall,,",3,5.11a,Bolts,http://www.mountainproject.com/v/garvey-who/109169992,mountainproject.com/v/dew-mound/108189801,2.0,"The left side of the arrowhead Wall,,",11.0,0,1,0,0,0,0,,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chump Monkey Among Us. ,Dew Mound,"Sport, 50'",Alaska,"Directly right of Mike L. Boltin. Climb large holds through bolt three where the climbing gets significantly harder or at least the holds get smaller. Climb small but positive crimps towards the fifth bolt. There was once a very good left hand side pull for a move to a jug to clip the 5th bolt. But I broke it off. Then I broke it off again. Dumb. Most of the bolts could be a few inches lower for hanging draws.,from the path head right past Mike L. Boltin,,",5,5.12a/b,5 bolts,http://www.mountainproject.com/v/chump-monkey-among-us-/108339757,mountainproject.com/v/dew-mound/108189801,2.6,"from the path head right past Mike L. Boltin,,",12.0,0,1,0,0,0,0,,50.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken Bit,Dew Mound,"Sport, 3 pitches",Alaska,"Three pitch route, with the first being by far the highest quality. Good steep face climbing for a few bolts followed by a few ledges with a good pocketed arete for the finish.,Down and left from where the main trail meets the face.,,",3,5.10d,Bolts for the first pitch to a two bolt anchor. The seond and third pitch take some gear.,http://www.mountainproject.com/v/broken-bit/108189815,mountainproject.com/v/dew-mound/108189801,2.7,"Down and left from where the main trail meets the face.,,",10.0,0,1,0,0,0,0,3.0,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Seasons of the Mist,Diamond South Boulders,"Boulder, 15'",Alaska,"A great problem with many ways to start. Heel hooks, crimps and a semi-desperate topout make this a great problem.,On the Diamond side of the river, continue south from Muffin Man(see photos for reference), follow a climbers trail over boulders continuing to hug the hillside and subtle uphill until a small grassy area is reached and you are looking at the super steep Niffelheim boulder. The boulder to the right of that is the prow that has Seasons on it. The most common start is to start matched on the left side and campus or heel hook and then move up the edges trending left in the seam to top-out. The block at the beginning is off.,,",3, V5,Two pads and a spotter.,http://www.mountainproject.com/v/seasons-of-the-mist/108215371,mountainproject.com/v/diamond-south-boulders/106976435,3.0,"On the Diamond side of the river, continue south from Muffin Man(see photos for reference), follow a climbers trail over boulders continuing to hug the hillside and subtle uphill until a small grassy area is reached and you are looking at the super steep Niffelheim boulder. The boulder to the right of that is the prow that has Seasons on it. The most common start is to start matched on the left side and campus or heel hook and then move up the edges trending left in the seam to top-out. The block at the beginning is off.,,",,0,0,0,0,0,0,,15.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Slabbyville ,Independence Crag,"Sport, Alpine, 90'",Alaska,"This climbs a line that is mainly contrived. Climb a slab through corners and roofs. Finishes left.,This is the furthest right of the climbs at independence.,,",2,5.9,"10 bolts, two bolt anchor.",http://www.mountainproject.com/v/slabbyville-/109080454,mountainproject.com/v/independence-crag/109080449,2.0,"This is the furthest right of the climbs at independence.,,",9.0,0,1,0,0,0,0,,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Red Scare,The Red Scare Boulder,"Boulder, Alpine, 10'",Alaska,"Two stiff moves on a crimp that defines the definition of the word.,Start in the slots, make a big move into a crimp, bump into a sidepull, move the left to the crimp and fire to the top.,,",3, V6-,Two pads.,http://www.mountainproject.com/v/red-scare/108273119,mountainproject.com/v/the-red-scare-boulder/108273116,2.7,"Start in the slots, make a big move into a crimp, bump into a sidepull, move the left to the crimp and fire to the top.,,",,0,0,0,0,0,0,,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuptial Ball ,Diamond South Boulders,"Boulder, 20'",Alaska,"A slabby highball ,High in the field, on the way to 'Captain vs. Langston"" ,Boulders in the second large boulder field left of the diamond.Head down the path from the metal fire ring to the creek. Cross the creek on boulders, head left into the boulder field, look for the tall steep arete. Many potential problems starting at the crossing, along the creek, and up over the ridge in the bowl. Lots of stuff has been cleaned, some of it has been climbed or are projects.,",1, V1,a pad or two,http://www.mountainproject.com/v/nuptial-ball-/106976439,mountainproject.com/v/diamond-south-boulders/106976435,1.0,"High in the field, on the way to 'Captain vs. Langston"" , ,Boulders in the second large boulder field left of the diamond.Head down the path from the metal fire ring to the creek. Cross the creek on boulders, head left into the boulder field, look for the tall steep arete. Many potential problems starting at the crossing, along the creek, and up over the ridge in the bowl. Lots of stuff has been cleaned, some of it has been climbed or are projects.,a pad or",,0,0,0,0,0,0,,20.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Horse Lords ,Diamond South Boulders,"Boulder, 8'",Alaska,"Sit start on the furtherest right face of the boulder, climb direct and top out. ,",1, V1,pads,http://www.mountainproject.com/v/horse-lords-/107772115,mountainproject.com/v/diamond-south-boulders/106976435,2.0,,,0,0,0,0,0,0,,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Red,The Red Scare Boulder,"Boulder, Alpine, 10'",Alaska,"Start on two slots, use varying feet, make a low percentage move to a small slot, with the right hand, adjust, bump left to one of two smaller slots and hit the lip.,The right side of the boulder...following an obvious line.,,",2,V7-8,Two Pads,http://www.mountainproject.com/v/california-red/108273139,mountainproject.com/v/the-red-scare-boulder/108273116,3.0,"The right side of the boulder...following an obvious line.,,",,0,0,0,0,0,0,,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disco Fever,Diamond South Boulders,"Boulder, 15'",Alaska,"Head straight up the east face of the boulder, a triangular shaped slab. Enjoy this problem any or all of three different ways: Head up in dry weather as you would any slab, try sprinting up with a running start in street shoes and without using your hands, or climb this one in the rain!,Park at the outhouse, cross the creek, and head a few steps up the trail trending toward The Diamond, and the Prism Boulder will be right in front of you.,,",1, V2,Room for pads to cover a hole at the base.,http://www.mountainproject.com/v/disco-fever/108356320,mountainproject.com/v/diamond-south-boulders/106976435,2.0,"Park at the outhouse, cross the creek, and head a few steps up the trail trending toward The Diamond, and the Prism Boulder will be right in front of you.,,",,0,0,0,0,0,0,,15.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Captain vs Langston (stand start) ,Diamond South Boulders,Boulder,Alaska,"the stand start version skipping the first dead point off small crimps. ,,",1, V4-,pad,http://www.mountainproject.com/v/captain-vs-langston-stand-start-/106976459,mountainproject.com/v/diamond-south-boulders/106976435,3.0,,,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annunciation,Crucifix Boulder,"Boulder, Alpine, 15'",Alaska,"A great line that starts on crimps with feet out left and climbs straight up and then makes a big move out right to finish on the opposite side of the boulder/triangle face.,Located on the front, northeast face, facing away from the crucifix. This is the left most problem on the face, which shares the same start as Annunciation,,",2, V6,Pads and a spotter.,http://www.mountainproject.com/v/annunciation/108216579,mountainproject.com/v/crucifix-boulder/107267968,3.0,"Located on the front, northeast face, facing away from the crucifix. This is the left most problem on the face, which shares the same start as Annunciation,,",,0,0,0,0,0,0,,15.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golgotha,Crucifix Boulder,"Boulder, Alpine, 15'",Alaska,"A great line with a few different to pull off the ground. Start on a sidepull and pull up, work through a series of crimps to a gaston and then make a lunge for the top.,Starts just left of the right side of the northeast face, under a right arching lip, in a black streak. Moves up and slightly left.,,",2, V7,Pads and spotter.,http://www.mountainproject.com/v/golgotha/108216585,mountainproject.com/v/crucifix-boulder/107267968,2.5,"Starts just left of the right side of the northeast face, under a right arching lip, in a black streak. Moves up and slightly left.,,",,0,0,0,0,0,0,,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adoration,Crucifix Boulder,"Boulder, Alpine, 15'",Alaska,"A great line that starts on crimps with feet out left and climbs straight up finishing up the slab at the top.,Located on the front, northeast face, facing away from the crucifix. This is the left most problem on the face, which shares the same start as Annunciation.,,",2, V5,A couple of pads and a spotter.,http://www.mountainproject.com/v/adoration/108216571,mountainproject.com/v/crucifix-boulder/107267968,3.0,"Located on the front, northeast face, facing away from the crucifix. This is the left most problem on the face, which shares the same start as Annunciation.,,",,0,0,0,0,0,0,,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Captain vs Langston ,Diamond South Boulders,Boulder,Alaska,"interesting boulder in a small field high in the boulder field left of the diamond. One boulder sits on top of a white, clean boulder with small crimpers, second boulder makes a roof. ,",1, V4-5,pads,http://www.mountainproject.com/v/captain-vs-langston-/106976448,mountainproject.com/v/diamond-south-boulders/106976435,3.0,,,0,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Broken Arrow ,Dew Mound,"Trad, 1 pitch, 65'",Alaska,"This is an fun crack climb to the right of Thief. The gear is goofy and placing it might be the crux of the route. It climbs the crack through locks, side pulls and a few good jams. The climb breaks left near the top into a nice open book. Either clip the piton here, or skip it and reach around the corner right to the bolt, and then pull the last couple moves to the chains.,This route is located on the second tier. It is directly to the right of thief.,,",1, 5.10b,"gear to 2 inches, 2 bolts and one piton, Two bolt anchor.",http://www.mountainproject.com/v/broken-arrow-/109352950,mountainproject.com/v/dew-mound/108189801,3.0,"This route is located on the second tier. It is directly to the right of thief.,,",10.0,0,0,1,0,0,0,1.0,65.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruby,Upper Right Wall,"Sport, 1 pitch",Alaska,"Ruby starts under the the left side of the giant roof. The first bolt is located at waist height. Follow bolts up white rock past the left corner of the roof. Then trend right past a second roof and on to the anchor. This climb has lots of loose, crumbly, and dirty rock to go along with a difficult stance for the belayed to see the climber. Not worth climbing twice.,Ruby is located under the huge roof on the right end of the cliff. Scramble up a gully and look of the bolts on your left.,,",1, 5.10c,"6 Bolts, 2 Bolt Anchor",http://www.mountainproject.com/v/ruby/109206773,mountainproject.com/v/upper-right-wall/109202411,1.0,"Ruby is located under the huge roof on the right end of the cliff. Scramble up a gully and look of the bolts on your left.,,",10.0,0,1,0,0,0,0,1.0,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Randys roof,The Jungle Gym,"Sport, 100'",Alaska,"Route is located on the right wall of the Jungle Gym. Easy climbing to small ledge, climbing starts with a mantle, fun edges and thin features lead to big jugs through the roof., Furthest route right on right side wall at the Jungle Gym,,",3, 5.9,Bolts.,http://www.mountainproject.com/v/randys-roof/108262372,mountainproject.com/v/the-jungle-gym/108244709,4.0,"Furthest route right on right side wall at the Jungle Gym,,",9.0,0,1,0,0,0,0,,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Years Later,Upper Right Wall,"Sport, 1 pitch",Alaska,"8 Years Later is a short route near the top of the crag. It is only thirtyfive feet long but has some quality hard moves. Start on a blank face with friction moves to gain a bolt 11' off the ground. Pull over a bulge and keep going to the anchor.,This is the highest climb at the cliff, about 50' up hill from Alienizer.,,",1, 5.12a,"4 Bolts, 2 Bolt Chain Anchor",http://www.mountainproject.com/v/8-years-later/109207253,mountainproject.com/v/upper-right-wall/109202411,2.0,"This is the highest climb at the cliff, about 50' up hill from Alienizer.,,",12.0,0,1,0,0,0,0,1.0,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest Face,Aldershade,"Boulder, Alpine",Alaska,"Many warm up variations exist up this face,see photo,,",1, V0,pad?,http://www.mountainproject.com/v/northwest-face/109088783,mountainproject.com/v/aldershade/109088251,2.0,"see photo,,",,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunshine Ridge,Sunshine Ridge,"Trad, 4 pitches, 450',  Grade II",Alaska,"The best rock quality out on the highway (second pitch)? Actually a fun multipitch although on the easy side, Sunshine Ridge is a great afternoon climb. The route starts about 50 feet up the scree gully below morning star. Look for bolts that lead left on a short slab. This is likely most often done as an afterwork solo. It is often done in the winter with tools, and is good prep for alpine mixed. ,There are many possible variations that you can start on from the road including mayday, and the two unknown 5.10a's. If you're feeling creative you can also link the Thrombosis climbs into this route. ,Pitch 1: 5.7, from some boulders about 50ft up the scree slab, climb past a few bolts (button head) and up onto the ridge. After about 60-70ft from the deck there is small ledge to belay off of with some gear. You can also keep climbing to one bolt one chain anchor above that. 150ft. ,Pitch 2: 5.7 From the anchor climb up and to the left and climb a small bulge with some bolts. Climb up past bolts to a large boulder on a ledge. Belay from here. 120ft. ,Pitch 3: 5.7 From the boulder climb up the face with some bolts. Climb the 5.6 moves to more easy climbing. There is a two bolt anchor above this. 100ft. ,Pitch 4: 5.7 Climb up and left from the anchor to a left to a leftwards leaning crack, climb this and cut back right past a bolt to a two bolt anchor on a small ledge. There are also opportunities to belay from gear above the anchor. 100ft ,To descend follow the trail left that will take you down to the car. I have seen some creative and sketchy raps of this route. Usually using the sawed off telephone poles. This is generally not recommended.,,",15, 5.7,"This route can be done on a rack of quick draws by most parties, although for those less comfortable with significant runouts in easy climbing, a single rack of cams maybe .3 in to 1.5 inches or stoppers would be fine. You can skip all the bolts and climb this route on gear by staying either right or left. Regardless of whether you choose to clip bolts or plug gear, bring plenty of slings to reduce drag, and plenty of anchor material, including some long sections of webbing or cord to sling the big boulder.",http://www.mountainproject.com/v/sunshine-ridge/107135728,mountainproject.com/v/sunshine-ridge/106454168,3.2,,7.0,0,0,1,0,0,0,4.0,450.0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chopped Liver,Aldershade,"Boulder, Alpine",Alaska,"Sit start under the overhanging west arete. Pull through sidepulls and slopers to easier climbing straight up the arete.,see photo,,",1, V3,Crashpad,http://www.mountainproject.com/v/chopped-liver/109088797,mountainproject.com/v/aldershade/109088251,2.0,"see photo,,",,0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Smoke em' if you got em',Mt. Harding,"Trad, Snow, Alpine, 4 pitches, 1300',  Grade III",Alaska,"The route climbs the obvious couloir on the north aspect of the mountain. From the couloir, traverse along the southeast ridge for approximately 100 yards until at the base of an obvious left facing corner. Climb the corner and traverse left to a small chimney. Exit the chimney and scramble to the summit. ,Pitch 1-3: Climb the couloir. Depending on the snow quality, you could simul-climb. ,Pitch 4: Climb the corner to a boulder field and head west toward the summmit ,Descent: Rapell down the rock face and traverse the ridge back to the couloir and either downclimb or rapell down the couloir., ,Camalots: .5 - #2 ,Full Rack of nuts,",4, 5.6,3-6 snow picketts,http://www.mountainproject.com/v/smoke-em-if-you-got-em/108264885,mountainproject.com/v/mt-harding/108264878,4.0,,6.0,0,0,1,0,0,0,4.0,1300.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Ripple,Eklutna Canyon,"Ice, 1 pitch, 215'",Alaska,"This is probably one of the most popular climbs in Alaska. This is an nice WI3 climb that is in every year.,Descend into the canyon, and then hike for forty five minutes and this climb will be on your right. You can't miss it!,,",15,WI3 ,Bring some screws and a 70m rope if you have one. If not it will be a two pitch climb. A three bolt anchor exist at the top of this climb on the left. Rappel to the ledge and then make a second rappell of the tree.,http://www.mountainproject.com/v/ripple/105909799,mountainproject.com/v/eklutna-canyon/105909785,3.9,"Descend into the canyon, and then hike for forty five minutes and this climb will be on your right. You can't miss it!,,",,0,0,0,0,1,0,1.0,215.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridalveil Falls,Keystone Canyon,"Ice, 5 pitches, 800',  Grade III",Alaska,"A classic long ice line with many steep pillars separated by easier low-angle snow ramps. Traditionally done in 5 pitches, but can be done in 4 with 70M ropes. ,P1 - WI3-3+, up to a bolted belay/rap station in a cave on the left side of the flow. ,P2 - WI4, traverse out right from the cave and up two steep sections of ice separated by a small ramp. Another easy ramp leads up and left to another cave belay from screws. ,P3 - WI5, ""The Killer Pillar."" Traverse out right from the cave and up a sustained 30+M long pillar of 80-90 degree ice. Belay from alders or screws somewhere on the easy snow ramp above. ,""P4"" - (optional) move belay to start of final ice pitch. ,P5 - WI3, up and right through weaknesses to the rim of the canyon. Belay from trees.,The massive flow just a few hundred yards left of Greensteps, marked by a highway sign. Can't miss it. Approach from a large pullouton the west side of the road, ~ 2 minutes walk (assuming the Lowe River is frozen). Rappel from trees, v-threads, and finally a bolted anchor back to the base.,,",6,WI4+ ,"Many screws, v-thread materials, 3-bolt anchor/rap at top of P1, tree belay/rap at top of route.",http://www.mountainproject.com/v/bridalveil-falls/108026985,mountainproject.com/v/keystone-canyon/107079734,4.0,"The massive flow just a few hundred yards left of Greensteps, marked by a highway sign. Can't miss it. Approach from a large pullouton the west side of the road, ~ 2 minutes walk (assuming the Lowe River is frozen). Rappel from trees, v-threads, and finally a bolted anchor back to the base.,,",,0,0,0,0,1,0,5.0,800.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Luckyman,Portage,"Ice, 2 pitches, 350'",Alaska,"This is a fun two pitch route or a really long single pitch. The ice is either very good on this route or very bad depending on the time of year.,This route is located right across from Rainbow Bridge. Once again park in the Williwaw parking lot and hike or ski to the Middle Glacier. You will have to cross the drainage creek but it is dry in the winter. Avalanche danger exist in the area so be careful.,,",4,WI3-4 ,Ice screws. V-Thread material. Alders exist on the route.,http://www.mountainproject.com/v/luckyman/105955161,mountainproject.com/v/portage/105955086,4.0,"This route is located right across from Rainbow Bridge. Once again park in the Williwaw parking lot and hike or ski to the Middle Glacier. You will have to cross the drainage creek but it is dry in the winter. Avalanche danger exist in the area so be careful.,,",,0,0,0,0,1,0,2.0,350.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whajacallit,Sunshine Ridge,"Trad, Sport, 1 pitch",Alaska,"Whajacallit starts under the right side of the roof on the left side of the scree field just under Sun Shine Ridge. Traverse right for a scary first clip then climb up to a telephone pole on sketchy gear.,,",3,5.8+,"2 bolts, gear to .75, Telephone Pole anchor",http://www.mountainproject.com/v/whajacallit/108950316,mountainproject.com/v/sunshine-ridge/106454168,1.7,,8.0,0,0,1,0,0,0,1.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
